sale_id,date,service,price,promotion,quantity,revenue,cost,profit,region,age,gender,income,channel,payment_method
S08833,2025-06-23,Gutter Cleaning,287.75,SPRING10,1,258.98,172.65,86.33,IL,31.0,Female,80-120k,Walk-in,Cash
S08834,2025-06-23,Roof Repair,607.74,None,1,607.74,364.64,243.1,TX,29.0,Male,40-80k,Online Booking,Credit Card
S08835,2025-06-23,Lawn Maintenance,1055.45,REFERRAL20,1,844.36,633.27,211.09,NY,34.0,Female,<40k,Online Booking,Cash
S08836,2025-06-24,,628.57,SPRING10,1,565.71,377.14,188.57,TX,50.0,Non-binary,40-80k,Online Booking,Debit Card
S08837,2025-06-24,Fence Repair,1401.13,SPRING10,1,1261.02,840.68,420.34,FL,47.0,Female,80-120k,Online Booking,Cash
S08838,2025-06-24,Electrical Wiring,549.37,LOYALTY,1,439.5,329.62,109.87,CA,48.0,Non-binary,40-80k,Walk-in,Credit Card
S08839,2025-06-24,Painting,1198.33,REFERRAL20,1,958.66,719.0,239.67,IL,55.0,Non-binary,40-80k,Walk-in,Debit Card
S08840,2025-06-24,Roof Repair,1243.84,SPRING10,1,1119.46,746.31,373.15,TX,,Male,80-120k,Phone,Mobile Pay
S08841,2025-06-24,Electrical Wiring,1222.19,REFERRAL20,2,1955.5,1466.62,488.87,WA,47.0,Male,<40k,Walk-in,Credit Card
S08842,2025-06-24,Gutter Cleaning,361.15,LOYALTY,1,288.92,216.69,72.23,FL,30.0,Male,<40k,Online Booking,Debit Card
S08843,2025-06-24,Fence Repair,904.36,SUMMER15,2,1537.41,1085.23,452.18,TX,51.0,Male,80-120k,Phone,Cash
S08844,2025-06-24,Painting,1280.87,SUMMER15,2,2177.48,1537.04,640.43,WA,40.0,Male,40-80k,Phone,Credit Card
S08845,2025-06-24,Plumbing Repair,1176.42,SUMMER15,2,1999.92,1411.71,588.21,WA,34.0,Female,80-120k,Online Booking,Debit Card
S08846,2025-06-25,HVAC Servicing,439.48,REFERRAL20,1,351.58,263.69,87.9,WA,30.0,Male,<40k,Online Booking,Mobile Pay
S08847,2025-06-25,Painting,315.1,REFERRAL20,1,252.08,189.06,63.02,PA,43.0,Non-binary,<40k,Walk-in,Debit Card
S08848,2025-06-25,Fence Repair,1325.53,SUMMER15,1,1126.7,795.32,331.38,FL,46.0,Male,<40k,Online Booking,Mobile Pay
S08849,2025-06-25,Plumbing Repair,658.57,REFERRAL20,1,526.86,395.14,131.71,FL,32.0,Male,120k+,Phone,Debit Card
S08850,2025-06-25,Water Heater Installation,893.08,LOYALTY,1,714.47,535.85,178.62,WA,37.0,Female,80-120k,Walk-in,Mobile Pay
S08851,2025-06-25,Fence Repair,165.05,None,1,165.05,99.03,66.02,PA,47.0,Female,40-80k,Online Booking,Debit Card
S08852,2025-06-25,HVAC Servicing,779.76,SPRING10,3,2105.34,1403.56,701.78,FL,45.0,Female,<40k,Online Booking,Debit Card
S08853,2025-06-26,Gutter Cleaning,1379.69,REFERRAL20,1,1103.75,827.81,275.94,IL,45.0,Non-binary,<40k,Phone,Mobile Pay
S08854,2025-06-26,Window Replacement,1412.56,SUMMER15,1,1200.68,847.54,353.14,WA,57.0,Female,<40k,Walk-in,Debit Card
S08855,2025-06-26,Fence Repair,1490.0,REFERRAL20,2,2384.0,1788.0,596.0,NY,38.0,Male,<40k,Phone,Mobile Pay
S08856,2025-06-26,Lawn Maintenance,309.07,SUMMER15,1,262.71,185.44,77.27,CA,43.0,Non-binary,80-120k,Online Booking,Debit Card
S08857,2025-06-26,Painting,1200.68,SPRING10,1,1080.61,720.41,360.2,WA,44.0,Female,120k+,Online Booking,Mobile Pay
S08858,2025-06-26,Roof Repair,253.34,LOYALTY,1,202.67,152.0,50.67,TX,54.0,Male,<40k,Phone,Credit Card
S08859,2025-06-27,,1403.59,None,1,1403.59,842.16,561.44,WA,18.0,Female,80-120k,Phone,Mobile Pay
S08860,2025-06-27,Fence Repair,1005.31,LOYALTY,2,1608.5,1206.37,402.12,IL,39.0,Female,40-80k,Phone,Credit Card
S08861,2025-06-27,Plumbing Repair,347.48,LOYALTY,1,277.98,208.49,69.5,WA,39.0,Non-binary,,Phone,Cash
S08862,2025-06-27,Window Replacement,856.59,REFERRAL20,2,1370.55,1027.91,342.64,CA,27.0,,120k+,Online Booking,Mobile Pay
S08863,2025-06-27,Fence Repair,677.52,LOYALTY,1,542.02,406.51,135.5,CA,36.0,Male,<40k,Online Booking,Cash
S08864,2025-06-27,Window Replacement,1043.83,SPRING10,1,939.45,626.3,313.15,FL,47.0,Non-binary,<40k,Online Booking,Debit Card
S08865,2025-06-27,Roof Repair,562.74,SUMMER15,1,478.33,337.64,140.68,NY,18.0,Non-binary,120k+,Online Booking,Cash
S08866,2025-06-27,HVAC Servicing,473.05,None,3,1419.14,851.49,567.66,FL,40.0,Non-binary,40-80k,Online Booking,Debit Card
S08867,2025-06-27,Gutter Cleaning,803.01,None,2,1606.03,963.62,642.41,FL,45.0,Female,80-120k,Online Booking,Credit Card
S08868,2025-06-27,Roof Repair,645.67,LOYALTY,1,516.54,387.4,129.13,FL,,Male,40-80k,Walk-in,Cash
S08869,2025-06-27,Plumbing Repair,930.7,SUMMER15,1,791.09,558.42,232.67,NY,27.0,Non-binary,120k+,Walk-in,Cash
S08870,2025-06-27,Window Replacement,1245.78,REFERRAL20,1,996.62,747.47,249.16,WA,43.0,Male,40-80k,Walk-in,Debit Card
S08871,2025-06-27,Window Replacement,1244.08,SPRING10,2,2239.34,1492.89,746.45,WA,41.0,Non-binary,<40k,Walk-in,Debit Card
S08872,2025-06-28,Gutter Cleaning,776.4,SPRING10,2,1397.52,931.68,465.84,NJ,32.0,Male,<40k,Walk-in,Credit Card
S08873,2025-06-28,Water Heater Installation,515.3,SPRING10,1,463.77,309.18,154.59,CA,28.0,Female,120k+,Phone,Mobile Pay
S08874,2025-06-28,Roof Repair,894.98,None,1,894.98,536.99,357.99,FL,50.0,Non-binary,<40k,Phone,Credit Card
S08875,2025-06-28,Window Replacement,684.32,SUMMER15,3,1745.01,1231.77,513.24,NJ,37.0,Female,<40k,Phone,Mobile Pay
S08876,2025-06-28,Window Replacement,702.55,REFERRAL20,1,562.04,421.53,140.51,NJ,30.0,Female,80-120k,Phone,Credit Card
S08877,2025-06-28,Electrical Wiring,670.16,REFERRAL20,1,536.13,402.1,134.03,PA,38.0,Male,<40k,Online Booking,Cash
S08878,2025-06-28,Painting,579.74,SPRING10,1,521.77,347.85,173.92,WA,46.0,Male,80-120k,Phone,Mobile Pay
S08879,2025-06-29,Roof Repair,403.23,None,1,403.23,241.94,161.29,,37.0,Non-binary,<40k,Walk-in,Mobile Pay
S08880,2025-06-29,Lawn Maintenance,376.74,SUMMER15,1,320.23,226.05,94.19,IL,37.0,Male,40-80k,Online Booking,Debit Card
S08881,2025-06-29,Lawn Maintenance,973.46,LOYALTY,1,778.77,584.08,194.69,TX,53.0,Female,80-120k,Online Booking,Credit Card
S08882,2025-06-29,HVAC Servicing,335.23,SPRING10,2,603.41,402.27,201.14,WA,28.0,Non-binary,,Online Booking,Credit Card
S08883,2025-06-29,Electrical Wiring,325.91,SUMMER15,1,277.03,195.55,81.48,FL,65.0,Female,<40k,Walk-in,Mobile Pay
S08884,2025-06-29,,883.49,SPRING10,1,795.14,530.09,265.05,TX,37.0,Female,120k+,Phone,Cash
S08885,2025-06-29,Window Replacement,690.35,LOYALTY,2,1104.55,828.42,276.14,TX,42.0,Female,120k+,Phone,Credit Card
S08886,2025-06-29,Window Replacement,901.25,REFERRAL20,1,721.0,540.75,180.25,IL,50.0,Female,<40k,Phone,Debit Card
S08887,2025-06-29,Painting,380.36,LOYALTY,1,304.29,228.22,76.07,PA,57.0,Non-binary,120k+,Phone,Credit Card
S08888,2025-06-29,Window Replacement,745.02,LOYALTY,1,596.01,447.01,149.0,FL,39.0,Female,120k+,Walk-in,Mobile Pay
S08889,2025-06-30,Electrical Wiring,715.09,LOYALTY,1,572.07,429.05,143.02,IL,33.0,Female,40-80k,Walk-in,Debit Card
S08890,2025-06-30,Window Replacement,775.55,None,1,775.55,465.33,310.22,WA,45.0,Female,40-80k,Phone,Credit Card
S08891,2025-06-30,HVAC Servicing,419.48,SPRING10,1,377.53,251.69,125.84,CA,33.0,Non-binary,<40k,Online Booking,Credit Card
S08892,2025-06-30,Plumbing Repair,922.88,None,1,922.88,553.73,369.15,WA,40.0,Non-binary,120k+,Walk-in,Debit Card
S08893,2025-06-30,Electrical Wiring,561.04,REFERRAL20,1,448.83,336.63,112.21,TX,39.0,Non-binary,120k+,Online Booking,Mobile Pay
S08894,2025-06-30,Painting,1495.18,None,1,1495.18,897.11,598.07,WA,47.0,Non-binary,<40k,Online Booking,Debit Card
S08895,2025-06-30,Lawn Maintenance,1092.51,SUMMER15,1,928.63,655.5,273.13,CA,33.0,Non-binary,<40k,Walk-in,Debit Card
S08896,2025-06-30,Roof Repair,1406.33,REFERRAL20,1,1125.07,843.8,281.27,TX,35.0,Male,120k+,Phone,Cash
S08897,2025-06-30,HVAC Servicing,1374.09,SUMMER15,1,1167.98,824.46,343.52,,36.0,Non-binary,80-120k,Phone,Mobile Pay
S08898,2025-06-30,Lawn Maintenance,936.04,LOYALTY,2,1497.67,1123.25,374.42,WA,32.0,Non-binary,40-80k,Phone,Cash
S08899,2025-06-30,Fence Repair,639.55,LOYALTY,2,1023.28,767.46,255.82,NY,48.0,Female,80-120k,Online Booking,Mobile Pay
S08900,2025-06-30,Water Heater Installation,1130.0,REFERRAL20,1,904.0,678.0,226.0,NJ,29.0,Female,80-120k,Online Booking,Credit Card
S08901,2025-06-30,Water Heater Installation,137.76,None,1,137.76,82.65,55.1,FL,30.0,Female,120k+,Walk-in,Debit Card
S08902,2025-06-30,Roof Repair,203.5,LOYALTY,2,325.59,244.19,81.4,NJ,48.0,Male,40-80k,Phone,Debit Card
S08903,2025-07-01,Plumbing Repair,882.83,REFERRAL20,1,706.26,529.7,176.57,WA,35.0,Non-binary,120k+,Walk-in,Credit Card
S08904,2025-07-01,Window Replacement,302.37,None,1,302.37,181.42,120.95,TX,53.0,Non-binary,<40k,Online Booking,Credit Card
S08905,2025-07-01,Lawn Maintenance,735.27,LOYALTY,2,1176.44,882.33,294.11,FL,25.0,Female,<40k,Phone,Mobile Pay
S08906,2025-07-01,Fence Repair,339.41,None,1,339.41,203.64,135.76,CA,36.0,Male,120k+,Online Booking,Debit Card
S08907,2025-07-01,HVAC Servicing,904.84,None,1,904.84,542.91,361.94,FL,69.0,Male,80-120k,Phone,Debit Card
S08908,2025-07-01,Gutter Cleaning,435.18,SUMMER15,1,369.91,261.11,108.8,IL,35.0,Male,120k+,Walk-in,Debit Card
S08909,2025-07-01,Gutter Cleaning,509.38,SPRING10,1,458.44,305.63,152.81,IL,26.0,Male,<40k,Online Booking,Cash
S08910,2025-07-01,Lawn Maintenance,650.92,None,1,650.92,390.55,260.37,CA,40.0,Female,40-80k,Online Booking,Credit Card
S08911,2025-07-01,Window Replacement,500.41,None,3,1501.22,900.73,600.49,TX,42.0,Non-binary,<40k,Online Booking,Cash
S08912,2025-07-01,Fence Repair,344.21,REFERRAL20,2,550.74,413.06,137.69,NJ,33.0,Non-binary,120k+,Phone,Mobile Pay
S08913,2025-07-02,Gutter Cleaning,1379.88,SPRING10,1,1241.89,827.93,413.96,CA,34.0,Male,<40k,Phone,Debit Card
S08914,2025-07-02,Window Replacement,296.1,SUMMER15,1,251.68,177.66,74.02,CA,47.0,Non-binary,40-80k,Phone,Cash
S08915,2025-07-02,Electrical Wiring,578.34,SPRING10,1,520.51,347.01,173.5,WA,27.0,Female,80-120k,Walk-in,Credit Card
S08916,2025-07-02,Painting,1094.05,None,1,1094.05,656.43,437.62,NJ,22.0,Female,<40k,Walk-in,Cash
S08917,2025-07-02,HVAC Servicing,126.01,None,1,126.01,75.6,50.4,TX,33.0,Male,80-120k,Walk-in,Mobile Pay
S08918,2025-07-02,HVAC Servicing,287.32,SPRING10,1,258.59,172.39,86.2,PA,39.0,Male,80-120k,Online Booking,Cash
S08919,2025-07-02,Water Heater Installation,428.65,REFERRAL20,2,685.84,514.38,171.46,IL,42.0,Non-binary,80-120k,Walk-in,Debit Card
S08920,2025-07-02,Painting,987.42,None,1,987.42,592.45,394.97,NY,39.0,Male,120k+,Phone,Debit Card
S08921,2025-07-02,Gutter Cleaning,123.62,LOYALTY,1,98.89,74.17,24.72,WA,45.0,Male,40-80k,Phone,Mobile Pay
S08922,2025-07-02,HVAC Servicing,916.21,None,1,916.21,549.73,366.48,TX,28.0,Male,80-120k,Walk-in,Debit Card
S08923,2025-07-02,Electrical Wiring,196.44,SPRING10,1,176.79,117.86,58.93,TX,51.0,Female,,Phone,Cash
S08924,2025-07-03,Painting,463.72,REFERRAL20,1,370.98,278.23,92.74,PA,42.0,Female,<40k,Online Booking,Credit Card
S08925,2025-07-03,Fence Repair,266.15,REFERRAL20,1,212.92,159.69,53.23,PA,50.0,Non-binary,40-80k,Phone,Cash
S08926,2025-07-03,Water Heater Installation,549.3,LOYALTY,1,439.44,329.58,109.86,WA,44.0,Male,40-80k,Walk-in,Mobile Pay
S08927,2025-07-03,Fence Repair,1048.85,LOYALTY,1,839.08,629.31,209.77,FL,40.0,Non-binary,<40k,Phone,Cash
S08928,2025-07-03,Electrical Wiring,1007.55,LOYALTY,1,806.04,604.53,201.51,FL,50.0,Non-binary,<40k,Phone,Mobile Pay
S08929,2025-07-03,Lawn Maintenance,733.81,LOYALTY,2,1174.09,880.57,293.52,WA,40.0,Non-binary,80-120k,Online Booking,Credit Card
S08930,2025-07-03,Fence Repair,613.18,SPRING10,1,551.87,367.91,183.96,WA,40.0,Non-binary,40-80k,Online Booking,Credit Card
S08931,2025-07-03,Fence Repair,1045.75,LOYALTY,1,836.6,627.45,209.15,IL,31.0,Non-binary,<40k,Online Booking,Mobile Pay
S08932,2025-07-03,Electrical Wiring,937.07,SUMMER15,1,796.51,562.24,234.27,PA,38.0,Female,80-120k,Online Booking,Debit Card
S08933,2025-07-03,Window Replacement,980.93,None,1,980.93,588.56,392.37,,26.0,Female,80-120k,Online Booking,Cash
S08934,2025-07-03,Gutter Cleaning,241.95,SUMMER15,1,205.66,145.17,60.49,IL,39.0,Male,80-120k,Walk-in,Debit Card
S08935,2025-07-03,,751.29,REFERRAL20,1,601.03,450.77,150.26,FL,35.0,Female,120k+,Online Booking,Debit Card
S08936,2025-07-03,Lawn Maintenance,580.77,REFERRAL20,2,929.23,696.92,232.31,FL,57.0,Female,<40k,Online Booking,Mobile Pay
S08937,2025-07-03,Painting,1198.42,REFERRAL20,3,2876.21,2157.16,719.05,NJ,47.0,Male,120k+,Walk-in,Debit Card
S08938,2025-07-03,Gutter Cleaning,222.36,None,1,222.36,133.42,88.95,PA,37.0,Non-binary,80-120k,Phone,Credit Card
S08939,2025-07-03,Fence Repair,751.52,None,1,751.52,450.91,300.61,IL,28.0,,80-120k,Walk-in,Credit Card
S08940,2025-07-03,Fence Repair,1313.03,SUMMER15,1,1116.08,787.82,328.26,FL,44.0,Male,120k+,Online Booking,Mobile Pay
S08941,2025-07-04,Electrical Wiring,1365.89,None,1,1365.89,819.54,546.36,IL,27.0,Female,120k+,Online Booking,Credit Card
S08942,2025-07-04,Painting,807.14,LOYALTY,1,645.71,484.28,161.43,,57.0,Male,40-80k,Phone,Cash
S08943,2025-07-04,Plumbing Repair,418.01,REFERRAL20,1,334.41,250.81,83.6,WA,41.0,Female,80-120k,Walk-in,Cash
S08944,2025-07-04,Roof Repair,427.09,LOYALTY,1,341.68,256.26,85.42,WA,58.0,Non-binary,<40k,Phone,Mobile Pay
S08945,2025-07-04,Gutter Cleaning,743.38,None,1,743.38,446.03,297.35,NJ,54.0,Female,<40k,Online Booking,Mobile Pay
S08946,2025-07-04,Painting,1344.92,SUMMER15,1,1143.18,806.95,336.23,WA,46.0,Male,40-80k,Online Booking,Mobile Pay
S08947,2025-07-04,Fence Repair,579.53,REFERRAL20,1,463.62,347.72,115.91,PA,34.0,Female,,Phone,Cash
S08948,2025-07-04,Fence Repair,1223.95,LOYALTY,2,1958.32,1468.74,489.58,CA,37.0,Female,<40k,Walk-in,Cash
S08949,2025-07-04,HVAC Servicing,684.13,REFERRAL20,1,547.31,410.48,136.83,FL,36.0,Female,80-120k,Phone,Cash
S08950,2025-07-05,Roof Repair,970.46,SPRING10,1,873.42,582.28,291.14,WA,45.0,Non-binary,80-120k,Phone,Credit Card
S08951,2025-07-05,Electrical Wiring,415.18,SUMMER15,1,352.9,249.11,103.79,NJ,28.0,Female,40-80k,Phone,Mobile Pay
S08952,2025-07-05,Plumbing Repair,117.32,None,1,117.32,70.39,46.93,PA,42.0,Female,40-80k,Phone,Mobile Pay
S08953,2025-07-05,Window Replacement,539.28,REFERRAL20,1,431.42,323.57,107.86,NY,42.0,Non-binary,<40k,Phone,Debit Card
S08954,2025-07-05,Fence Repair,503.88,REFERRAL20,1,403.11,302.33,100.78,TX,38.0,Male,<40k,Walk-in,Cash
S08955,2025-07-05,Painting,405.17,LOYALTY,1,324.13,243.1,81.03,FL,37.0,Male,120k+,Walk-in,Cash
S08956,2025-07-05,Water Heater Installation,1303.46,None,1,1303.46,782.08,521.39,NJ,35.0,Non-binary,120k+,Walk-in,Cash
S08957,2025-07-05,Window Replacement,1325.38,SPRING10,1,1192.84,795.23,397.61,TX,24.0,Male,120k+,Phone,Cash
S08958,2025-07-05,Gutter Cleaning,1109.7,SPRING10,3,2996.19,1997.46,998.73,FL,37.0,Non-binary,40-80k,Online Booking,Credit Card
S08959,2025-07-05,Painting,1241.5,REFERRAL20,1,993.2,744.9,248.3,FL,30.0,Non-binary,40-80k,Phone,Cash
S08960,2025-07-05,Gutter Cleaning,660.63,SUMMER15,1,561.54,396.38,165.16,TX,29.0,Non-binary,40-80k,Walk-in,Credit Card
S08961,2025-07-05,Water Heater Installation,1179.97,LOYALTY,1,943.98,707.98,235.99,NJ,43.0,Female,40-80k,Phone,Mobile Pay
S08962,2025-07-05,Window Replacement,900.44,LOYALTY,1,720.35,540.26,180.09,NY,29.0,Male,<40k,Online Booking,Debit Card
S08963,2025-07-05,Gutter Cleaning,1293.17,None,1,1293.17,775.9,517.27,CA,28.0,Male,<40k,Online Booking,Debit Card
S08964,2025-07-05,,551.78,LOYALTY,1,441.43,331.07,110.36,NJ,21.0,Male,120k+,Walk-in,Credit Card
S08965,2025-07-06,Gutter Cleaning,644.11,REFERRAL20,1,515.29,386.46,128.82,NJ,37.0,Female,80-120k,Walk-in,Credit Card
S08966,2025-07-06,Water Heater Installation,1077.88,SPRING10,1,970.1,646.73,323.37,WA,46.0,Non-binary,,Phone,Cash
S08967,2025-07-06,,709.31,SPRING10,1,638.38,425.58,212.79,IL,48.0,Male,80-120k,Online Booking,Credit Card
S08968,2025-07-06,Lawn Maintenance,131.14,SPRING10,1,118.02,78.68,39.34,NY,48.0,Female,40-80k,Phone,Debit Card
S08969,2025-07-06,Fence Repair,1391.33,SUMMER15,2,2365.26,1669.59,695.66,TX,18.0,Female,<40k,Walk-in,Mobile Pay
S08970,2025-07-06,Water Heater Installation,1237.39,LOYALTY,1,989.92,742.44,247.48,NY,67.0,Female,40-80k,Phone,Debit Card
S08971,2025-07-06,Window Replacement,1015.18,SPRING10,1,913.66,609.11,304.55,FL,52.0,Non-binary,<40k,Online Booking,Credit Card
S08972,2025-07-07,Fence Repair,1277.19,None,1,1277.19,766.31,510.88,NY,,Female,120k+,Phone,Cash
S08973,2025-07-07,Water Heater Installation,1332.22,None,2,2664.45,1598.67,1065.78,FL,29.0,Female,120k+,Phone,Credit Card
S08974,2025-07-07,Fence Repair,982.4,SUMMER15,2,1670.08,1178.88,491.2,CA,37.0,Female,,Online Booking,Debit Card
S08975,2025-07-07,Roof Repair,204.93,SPRING10,1,184.44,122.96,61.48,NY,51.0,Female,40-80k,Phone,Mobile Pay
S08976,2025-07-07,Water Heater Installation,940.92,SPRING10,2,1693.66,1129.11,564.55,NY,,Female,80-120k,Online Booking,Credit Card
S08977,2025-07-07,Roof Repair,213.23,LOYALTY,1,170.58,127.94,42.65,PA,40.0,Male,80-120k,Online Booking,Mobile Pay
S08978,2025-07-07,Painting,482.27,REFERRAL20,1,385.82,289.36,96.45,NJ,51.0,Non-binary,120k+,Walk-in,Debit Card
S08979,2025-07-07,Roof Repair,1352.17,REFERRAL20,1,1081.73,811.3,270.43,WA,33.0,Non-binary,40-80k,Walk-in,Debit Card
S08980,2025-07-07,Fence Repair,504.29,REFERRAL20,2,806.86,605.14,201.71,NJ,49.0,Male,40-80k,Walk-in,Cash
S08981,2025-07-07,Window Replacement,960.81,LOYALTY,1,768.65,576.48,192.16,FL,59.0,Female,80-120k,Phone,Credit Card
S08982,2025-07-07,Electrical Wiring,405.97,SPRING10,1,365.37,243.58,121.79,NY,42.0,Non-binary,<40k,Phone,Cash
S08983,2025-07-07,Lawn Maintenance,159.0,SUMMER15,1,135.15,95.4,39.75,FL,31.0,Female,80-120k,Online Booking,Credit Card
S08984,2025-07-07,Electrical Wiring,411.08,REFERRAL20,2,657.73,493.29,164.43,NJ,44.0,Female,80-120k,Walk-in,Mobile Pay
S08985,2025-07-07,Plumbing Repair,1044.05,SUMMER15,1,887.44,626.43,261.01,IL,33.0,Female,80-120k,Walk-in,Credit Card
S08986,2025-07-08,Painting,904.06,SUMMER15,1,768.45,542.44,226.02,TX,28.0,Male,<40k,Online Booking,Credit Card
S08987,2025-07-08,Roof Repair,774.44,REFERRAL20,1,619.55,464.67,154.89,WA,30.0,Male,120k+,Online Booking,Debit Card
S08988,2025-07-08,Water Heater Installation,249.1,None,3,747.29,448.37,298.92,IL,39.0,Male,<40k,Online Booking,Credit Card
S08989,2025-07-08,Plumbing Repair,1471.11,None,1,1471.11,882.67,588.45,IL,46.0,Female,120k+,Walk-in,Mobile Pay
S08990,2025-07-08,,263.68,SPRING10,1,237.32,158.21,79.11,NY,51.0,Male,<40k,Walk-in,Cash
S08991,2025-07-08,Gutter Cleaning,539.11,LOYALTY,1,431.29,323.47,107.82,PA,47.0,Female,40-80k,Phone,Cash
S08992,2025-07-08,Water Heater Installation,1206.05,REFERRAL20,2,1929.68,1447.26,482.42,NJ,41.0,Male,40-80k,Online Booking,Credit Card
S08993,2025-07-08,HVAC Servicing,1347.72,SUMMER15,2,2291.12,1617.26,673.86,IL,28.0,Male,120k+,Online Booking,Credit Card
S08994,2025-07-08,HVAC Servicing,900.47,LOYALTY,1,720.38,540.28,180.09,WA,33.0,Male,40-80k,Walk-in,Debit Card
S08995,2025-07-08,Water Heater Installation,641.2,REFERRAL20,2,1025.91,769.43,256.48,CA,40.0,Female,<40k,Phone,Cash
S08996,2025-07-08,Gutter Cleaning,739.23,LOYALTY,2,1182.77,887.07,295.69,TX,45.0,Non-binary,40-80k,Phone,Debit Card
S08997,2025-07-08,Gutter Cleaning,133.98,REFERRAL20,1,107.18,80.39,26.8,PA,44.0,Male,120k+,Phone,Debit Card
S08998,2025-07-08,Plumbing Repair,682.59,SUMMER15,2,1160.41,819.11,341.3,WA,47.0,Female,<40k,Online Booking,Cash
S08999,2025-07-08,Gutter Cleaning,592.04,SPRING10,1,532.84,355.22,177.61,CA,28.0,Non-binary,120k+,Phone,Debit Card
S09000,2025-07-09,Fence Repair,498.79,SPRING10,2,897.83,598.55,299.28,TX,44.0,Female,80-120k,Online Booking,Debit Card
S09001,2025-07-09,Fence Repair,356.78,SUMMER15,1,303.26,214.07,89.2,FL,31.0,Non-binary,40-80k,Online Booking,Mobile Pay
S09002,2025-07-09,Lawn Maintenance,1352.48,SPRING10,1,1217.23,811.49,405.74,PA,39.0,Male,120k+,Online Booking,Cash
S09003,2025-07-09,Gutter Cleaning,963.18,SPRING10,1,866.86,577.91,288.95,WA,43.0,Male,40-80k,Online Booking,Credit Card
S09004,2025-07-09,Electrical Wiring,643.63,SUMMER15,3,1641.25,1158.53,482.72,NJ,52.0,Female,120k+,Phone,Cash
S09005,2025-07-09,Plumbing Repair,192.72,SPRING10,1,173.45,115.63,57.82,CA,27.0,Non-binary,80-120k,Walk-in,Cash
S09006,2025-07-09,Electrical Wiring,304.34,REFERRAL20,1,243.47,182.61,60.87,PA,30.0,Non-binary,40-80k,Online Booking,Debit Card
S09007,2025-07-09,Window Replacement,618.21,LOYALTY,1,494.57,370.93,123.64,NY,43.0,Male,<40k,Walk-in,Credit Card
S09008,2025-07-09,Painting,1005.07,SUMMER15,1,854.31,603.04,251.27,FL,45.0,Male,<40k,Phone,Credit Card
S09009,2025-07-09,Window Replacement,1133.9,REFERRAL20,1,907.12,680.34,226.78,CA,27.0,Non-binary,40-80k,Phone,Credit Card
S09010,2025-07-09,Window Replacement,1051.1,LOYALTY,3,2522.63,1891.98,630.66,CA,30.0,Male,120k+,Phone,Cash
S09011,2025-07-09,Gutter Cleaning,913.48,LOYALTY,2,1461.56,1096.17,365.39,PA,43.0,Female,80-120k,Online Booking,Debit Card
S09012,2025-07-09,HVAC Servicing,1407.69,SPRING10,1,1266.92,844.61,422.31,WA,49.0,,120k+,Walk-in,Cash
S09013,2025-07-09,Fence Repair,436.75,SUMMER15,1,371.24,262.05,109.19,PA,48.0,Non-binary,120k+,Phone,Cash
S09014,2025-07-09,Lawn Maintenance,201.32,REFERRAL20,1,161.05,120.79,40.26,TX,41.0,Female,120k+,Phone,Credit Card
S09015,2025-07-09,Electrical Wiring,1177.72,REFERRAL20,1,942.18,706.63,235.54,FL,36.0,Male,80-120k,Online Booking,Mobile Pay
S09016,2025-07-09,Fence Repair,483.43,SUMMER15,1,410.92,290.06,120.86,IL,31.0,Male,40-80k,Online Booking,Credit Card
S09017,2025-07-09,Water Heater Installation,378.17,LOYALTY,1,302.54,226.9,75.63,CA,55.0,Non-binary,80-120k,Online Booking,Debit Card
S09018,2025-07-10,Gutter Cleaning,1084.11,None,1,1084.11,650.47,433.64,IL,49.0,Non-binary,120k+,Online Booking,Cash
S09019,2025-07-10,Lawn Maintenance,1434.07,None,2,2868.14,1720.88,1147.26,FL,38.0,Non-binary,80-120k,Phone,Mobile Pay
S09020,2025-07-10,Fence Repair,1328.9,REFERRAL20,1,1063.12,797.34,265.78,FL,44.0,Male,40-80k,Phone,Credit Card
S09021,2025-07-10,Painting,575.96,REFERRAL20,1,460.77,345.58,115.19,FL,31.0,Non-binary,120k+,Walk-in,Debit Card
S09022,2025-07-10,Water Heater Installation,511.29,SPRING10,1,460.16,306.77,153.39,FL,44.0,Male,120k+,Phone,Cash
S09023,2025-07-10,Roof Repair,1051.84,SPRING10,2,1893.3,1262.2,631.1,WA,57.0,Male,80-120k,Phone,Mobile Pay
S09024,2025-07-10,Water Heater Installation,534.02,SPRING10,1,480.62,320.41,160.21,CA,49.0,Non-binary,120k+,Phone,Cash
S09025,2025-07-10,Gutter Cleaning,712.91,SPRING10,2,1283.23,855.49,427.74,WA,33.0,Female,80-120k,Phone,Mobile Pay
S09026,2025-07-11,,705.62,REFERRAL20,2,1129.0,846.75,282.25,NY,18.0,Female,120k+,Online Booking,Credit Card
S09027,2025-07-11,Roof Repair,1435.18,LOYALTY,1,1148.14,861.11,287.04,PA,58.0,Non-binary,<40k,Phone,Cash
S09028,2025-07-11,Lawn Maintenance,1353.53,REFERRAL20,1,1082.83,812.12,270.71,,37.0,Female,120k+,Phone,Credit Card
S09029,2025-07-11,Window Replacement,252.45,None,1,252.45,151.47,100.98,WA,18.0,Female,<40k,Phone,Mobile Pay
S09030,2025-07-11,Electrical Wiring,361.18,None,1,361.18,216.71,144.47,PA,53.0,Female,80-120k,Online Booking,Credit Card
S09031,2025-07-11,Fence Repair,1062.37,SUMMER15,3,2709.05,1912.27,796.78,NY,42.0,Non-binary,120k+,Walk-in,Mobile Pay
